tech_id,name,name_ru,name_en,name_en_manual,name_gloss,name_inline_gloss,tech_key,area,label,negative_type,terms,context_terms,search_terms_manual,anchor_volume,n_attested_names,blind_choice,model_version,prompt_version_norm
s98,Самовосстанавливающиеся материалы и «sense-healing» электронная кожа,Самовосстанавливающиеся материалы и «sense-healing» электронная кожа,self-healing materials,,,,self-healing materials,Роботы,1,,"[""self-healing materials""]",[],,4833,2,True,yandexgpt-5-pro,v4
s99,Электрогидравлические искусственные мышцы (HASEL) вместо редукторных приводов,Электрогидравлические искусственные мышцы вместо редукторных приводов,electrohydraulic artificial muscles,,,HASEL,electrohydraulic artificial muscles,Роботы,1,,"[""electrohydraulic artificial muscles""]",[],,8,3,True,yandexgpt-5-pro,v4
s100,Постквантовая криптография в финансовой инфраструктуре (приоритизация миграции),Постквантовая криптография в финансовой инфраструктуре,post quantum cryptography,,приоритизация миграции,,post quantum cryptography,Финтех,1,,"[""post quantum cryptography""]",[],,8105,3,True,yandexgpt-5-pro,v4
n1,Bluetooth Low Energy как радио батарейных IoT-SoC (Bluetooth Low Energy),Bluetooth Low Energy как радио батарейных IoT-SoC,bluetooth low energy,Bluetooth Low Energy,,,bluetooth low energy,Edge,0,mature,"[""bluetooth low energy""]",[],"(""bluetooth low energy"" OR ""bluetooth mesh network"" OR ""low power bluetooth radio"")",9795,2,True,yandexgpt-5-pro,v4
n2,Выделенные NPU в смартфонных SoC (smartphone NPU),Выделенные NPU в смартфонных SoC,dedicated neural processing unit,smartphone NPU,,,dedicated neural processing unit,Edge,0,mature,"[""dedicated neural processing unit""]",[],"(""smartphone neural processing unit"" OR ""mobile application processor accelerator"")",68,2,True,yandexgpt-5-pro,v4
n3,Кадровые CMOS-сенсоры изображения для автомобильных камер (automotive CMOS image sensors),Кадровые CMOS-сенсоры изображения для автомобильных камер,automotive cmos image sensor,automotive CMOS image sensors,,,automotive cmos image sensor,Edge,0,mature,"[""automotive cmos image sensor""]",[],"(""automotive image sensor"" OR ""CMOS image sensor"" OR ""frame based vision sensor"")",10,2,True,yandexgpt-5-pro,v4
n4,Горизонтальные IoT-платформы общего назначения (horizontal IoT platforms),Горизонтальные IoT-платформы общего назначения,horizontal iot platform,horizontal IoT platforms,,,horizontal iot platform,Edge,0,hype,"[""horizontal iot platform""]",[],"(""horizontal IoT platform"" OR ""IoT application enablement"" OR ""IoT cloud platform"")",18,3,True,yandexgpt-5-pro,v4
n5,Сбор энергии окружающей среды для автономных датчиков (ambient energy harvesting),Сбор энергии окружающей среды для автономных датчиков,ambient energy harvesting,ambient energy harvesting,,,ambient energy harvesting,Edge,0,hype,"[""ambient energy harvesting""]",[],"(""RF energy harvesting"" OR ""ambient energy harvesting"" OR ""batteryless sensor node"")",686,2,True,yandexgpt-5-pro,v4
n6,Ультраузкополосные сети Sigfox 0G для IoT-датчиков (Sigfox 0G network),Ультраузкополосные сети Sigfox 0G для IoT-датчиков,ultra narrowband network,Sigfox 0G network,,,ultra narrowband network,Edge,0,fading,"[""ultra narrowband network""]",[],"(""ultra narrowband IoT"" OR ""ultra narrow band network"")",3,2,True,yandexgpt-5-pro,v4
n7,Сети LoRaWAN для датчиков на батарейном питании (LoRaWAN),Сети LoRaWAN для датчиков на батарейном питании,lorawan network,LoRaWAN,,,lorawan network,Edge,0,mature,"[""lorawan network""]",[],"(""LoRaWAN network"" OR ""LoRaWAN deployment"" OR ""chirp spread spectrum IoT"")",1675,3,True,yandexgpt-5-pro,v4
n8,Оптическая беспроводная связь в видимом и инфракрасном диапазоне (light communications),Оптическая беспроводная связь в видимом и инфракрасном диапазоне,optical wireless communication,light communications,,,optical wireless communication,Edge,0,hype,"[""optical wireless communication""]",[],"(""light fidelity communication"" OR ""visible light communication"" OR ""optical wireless LAN"")",3790,3,True,yandexgpt-5-pro,v4
n9,Сверхширокополосное позиционирование и дальнометрия (ultra-wideband ranging),Сверхширокополосное позиционирование и дальнометрия,ultrawideband positioning,ultra-wideband ranging,,,ultrawideband positioning,Edge,0,mature,"[""ultrawideband positioning""]",[],"(""ultra wideband ranging"" OR ""ultra wideband positioning"" OR ""fine ranging radio"")",50,2,True,yandexgpt-5-pro,v4
n10,Сотовые сети 2G и 3G как канал межмашинной связи (legacy cellular machine-to-machine),Сотовые сети 2G и 3G как канал межмашинной связи,2g 3g cellular networks,legacy cellular machine-to-machine,,,2g 3g cellular networks,Edge,0,fading,"[""2g 3g cellular networks""]",[],"(""2G network sunset"" OR ""3G network shutdown"" OR ""legacy cellular machine-to-machine"")",6,2,True,yandexgpt-5-pro,v4
n11,Управление идентификацией и доступом людей и сервисов по OAuth 2.0 (IAM / OAuth 2.0),Управление идентификацией и доступом людей и сервисов по OAuth 2.0,oauth 2.0 authentication system,IAM / OAuth 2.0,,,oauth 2.0 authentication system,Защита ИИ,0,mature,"[""oauth 2.0 authentication system""]",[],"(""OAuth authorization framework"" OR ""enterprise single sign-on"" OR ""workforce identity management"")",1,1,True,yandexgpt-5-pro,v4
n12,Ручной пентест как услуга (penetration testing services),Ручной пентест как услуга,manual penetration testing,penetration testing services,,,manual penetration testing,Защита ИИ,0,mature,"[""manual penetration testing""]",[],"(""penetration testing service"" OR ""manual security assessment"" OR ""ethical hacking engagement"")",146,1,True,yandexgpt-5-pro,v4
n13,Web application firewall для веб-приложений и API (WAF),Web application firewall для веб-приложений и API,web application firewall,WAF,,,web application firewall,Защита ИИ,0,mature,"[""web application firewall""]",[],"(""web application firewall"" OR ""API security gateway"")",1665,1,False,yandexgpt-5-pro,v4
n14,Антивирусное сканирование файлов на сигнатуры и эвристики (anti-malware scanning),Антивирусное сканирование файлов на сигнатуры и эвристики,virus signature scanning,anti-malware scanning,,,virus signature scanning,Защита ИИ,0,mature,"[""virus signature scanning""]",[],"(""signature based malware detection"" OR ""antivirus engine"" OR ""endpoint malware scanning"")",5,2,True,yandexgpt-5-pro,v4
n15,Интерактивные визуальные CAPTCHA-задания (image and text CAPTCHA challenges),Интерактивные визуальные CAPTCHA-задания,visual captcha challenge,image and text CAPTCHA challenges,,,visual captcha challenge,Защита ИИ,0,fading,"[""visual captcha challenge""]",[],"(""image CAPTCHA"" OR ""human verification challenge"" OR ""CAPTCHA solving"")",1,1,True,yandexgpt-5-pro,v4
n16,Классические SIEM-системы сбора и корреляции журналов событий (SIEM),Классические SIEM-системы сбора и корреляции журналов событий,traditional siem system,SIEM,,,traditional siem system,Защита ИИ,0,mature,"[""traditional siem system""]",[],"(""security information event management"" OR ""log correlation platform"")",34,1,True,yandexgpt-5-pro,v4
n17,Предотвращение утечек данных на основе политик (data loss prevention / DLP),Предотвращение утечек данных на основе политик,policy based data loss prevention,data loss prevention / DLP,,,policy based data loss prevention,Защита ИИ,0,mature,"[""policy based data loss prevention""]",[],"(""data loss prevention"" OR ""content inspection policy"" OR ""data exfiltration control"")",1,1,True,yandexgpt-5-pro,v4
n18,Аппаратные модули безопасности для хранения криптоключей (hardware security modules / HSM),Аппаратные модули безопасности для хранения криптоключей,hardware security module,hardware security modules / HSM,,,hardware security module,Защита ИИ,0,mature,"[""hardware security module""]",[],"(""hardware security module"" OR ""cryptographic key storage device"")",1585,2,True,yandexgpt-5-pro,v4
n19,Автоматическое сканирование уязвимостей инфраструктуры (vulnerability scanning),Автоматическое сканирование уязвимостей инфраструктуры,automated security vulnerability scanning,vulnerability scanning,,,automated security vulnerability scanning,Защита ИИ,0,mature,"[""automated security vulnerability scanning""]",[],"(""vulnerability scanning"" OR ""automated vulnerability assessment"" OR ""network vulnerability scanner"")",2,1,True,yandexgpt-5-pro,v4
n20,Одноразовые SMS-коды как второй фактор аутентификации (SMS OTP),Одноразовые SMS-коды как второй фактор аутентификации,sms one-time password,SMS OTP,,,sms one-time password,Защита ИИ,0,fading,"[""sms one-time password""]",[],"(""SMS one-time password"" OR ""SMS two-factor authentication"" OR ""one time passcode delivery"")",35,2,True,yandexgpt-5-pro,v4
n21,Промышленные роботы-манипуляторы для дуговой сварки и сборки (industrial welding robots),Промышленные роботы-манипуляторы для дуговой сварки и сборки,industrial robotic manipulator,industrial welding robots,,,industrial robotic manipulator,Индустриальный ИИ,0,mature,"[""industrial robotic manipulator""]",[],"(""robotic arc welding"" OR ""teach pendant programming"" OR ""industrial manipulator assembly"")",1086,3,True,yandexgpt-5-pro,v4
n22,Машинное зрение на правилах для автоматической оптической инспекции (rule-based machine vision),Машинное зрение на правилах для автоматической оптической инспекции,rule based machine vision,rule-based machine vision,,,rule based machine vision,Индустриальный ИИ,0,mature,"[""rule based machine vision""]",[],"(""automated optical inspection"" OR ""rule based machine vision"" OR ""classical image processing inspection"")",25,2,True,yandexgpt-5-pro,v4
n23,Вибрационный мониторинг состояния вращающегося оборудования (vibration condition monitoring),Вибрационный мониторинг состояния вращающегося оборудования,vibration-based machinery health monitoring,vibration condition monitoring,,,vibration-based machinery health monitoring,Индустриальный ИИ,0,mature,"[""vibration-based machinery health monitoring""]",[],"(""vibration condition monitoring"" OR ""rotating machinery vibration analysis"" OR ""vibration based fault diagnosis"")",5,2,True,yandexgpt-5-pro,v4
n24,MES и SCADA по эталонной модели ISA-95 (manufacturing execution systems),MES и SCADA по эталонной модели ISA-95,manufacturing execution system,manufacturing execution systems,,,manufacturing execution system,Индустриальный ИИ,0,mature,"[""manufacturing execution system""]",[],"(""manufacturing execution system"" OR ""SCADA system"" OR ""enterprise control integration"")",3855,3,True,yandexgpt-5-pro,v4
n25,Блокчейн-прослеживаемость товаров и документов в цепях поставок (blockchain supply chain traceability),Блокчейн-прослеживаемость товаров и документов в цепях поставок,blockchain traceability,blockchain supply chain traceability,,,blockchain traceability,Индустриальный ИИ,0,fading,"[""blockchain traceability""]",[],"(""blockchain supply chain traceability"" OR ""distributed ledger logistics"" OR ""blockchain provenance tracking"")",1962,2,True,yandexgpt-5-pro,v4
n26,Металлический binder jetting для серийного производства деталей (metal binder jetting),Металлический binder jetting для серийного производства деталей,metal binder jetting,metal binder jetting,,,metal binder jetting,Индустриальный ИИ,0,hype,"[""metal binder jetting""]",[],"(""metal binder jetting"" OR ""binder jet additive manufacturing"" OR ""powder bed binder printing"")",267,1,True,yandexgpt-5-pro,v4
n27,Полевая шина PROFIBUS DP для цеховой автоматизации (PROFIBUS DP fieldbus),Полевая шина PROFIBUS DP для цеховой автоматизации,profibus dp fieldbus,PROFIBUS DP fieldbus,,,profibus dp fieldbus,Индустриальный ИИ,0,fading,"[""profibus dp fieldbus""]",[],"(""fieldbus industrial network"" OR ""PROFIBUS DP"" OR ""industrial serial bus"")",7,2,True,yandexgpt-5-pro,v4
n28,Частные сети 5G на промышленных площадках (private 5G networks),Частные сети 5G на промышленных площадках,private 5g networks,private 5G networks,,,private 5g networks,Индустриальный ИИ,0,hype,"[""private 5g networks""]",[],"(""private 5G network"" OR ""non-public mobile network"" OR ""industrial private cellular"")",683,3,True,yandexgpt-5-pro,v4
n29,Роботизированная автоматизация процессов по жёстким правилам (robotic process automation),Роботизированная автоматизация процессов по жёстким правилам,robotic process automation,robotic process automation,,,robotic process automation,Индустриальный ИИ,0,mature,"[""robotic process automation""]",[],"(""robotic process automation"" OR ""rule based workflow automation"" OR ""screen scraping automation"")",11684,2,True,yandexgpt-5-pro,v4
n30,Нашлемная дополненная реальность для цеховых операций (industrial augmented reality headsets),Нашлемная дополненная реальность для цеховых операций,industrial augmented reality,industrial augmented reality headsets,,,industrial augmented reality,Индустриальный ИИ,0,fading,"[""industrial augmented reality""]",[],"(""industrial augmented reality headset"" OR ""head mounted display maintenance"" OR ""smart glasses remote assistance"")",434,2,True,yandexgpt-5-pro,v4
n31,Двухфазное иммерсионное охлаждение ЦОД на фторированных жидкостях (two-phase immersion cooling),Двухфазное иммерсионное охлаждение ЦОД на фторированных жидкостях,two phase immersion cooling,two-phase immersion cooling,,,two phase immersion cooling,Инфраструктура ИИ,0,hype,"[""two phase immersion cooling""]",[],"(""two phase immersion cooling"" OR ""dielectric fluid cooling"" OR ""liquid immersion data center"")",231,2,True,yandexgpt-5-pro,v4
n32,Энергонезависимая память 3D XPoint как ярус между DRAM и SSD (3D XPoint storage-class memory),Энергонезависимая память 3D XPoint как ярус между DRAM и SSD,3d xpoint memory,3D XPoint storage-class memory,,,3d xpoint memory,Инфраструктура ИИ,0,fading,"[""3d xpoint memory""]",[],"(""3D XPoint memory"" OR ""storage class memory tier"" OR ""persistent memory module"")",46,2,True,yandexgpt-5-pro,v4
n33,ПЛИС как ускорители инференса в центрах обработки данных (datacenter FPGA accelerators),ПЛИС как ускорители инференса в центрах обработки данных,data center fpga acceleration,datacenter FPGA accelerators,,,data center fpga acceleration,Инфраструктура ИИ,0,fading,"[""data center fpga acceleration""]",[],"(""FPGA inference accelerator"" OR ""reconfigurable datacenter accelerator"" OR ""FPGA based acceleration"")",6,3,False,yandexgpt-5-pro,v4
n34,InfiniBand как интерконнект обучающих ИИ-кластеров (InfiniBand interconnect),InfiniBand как интерконнект обучающих ИИ-кластеров,infiniband interconnect,InfiniBand interconnect,,,infiniband interconnect,Инфраструктура ИИ,0,mature,"[""infiniband interconnect""]",[],"(""InfiniBand interconnect"" OR ""high performance computing fabric"" OR ""RDMA network fabric"")",105,2,True,yandexgpt-5-pro,v4
n35,Квантовые вычисления для задач комбинаторной оптимизации (quantum optimization),Квантовые вычисления для задач комбинаторной оптимизации,quantum combinatorial optimization,quantum optimization,,,quantum combinatorial optimization,Инфраструктура ИИ,0,hype,"[""quantum combinatorial optimization""]",[],"(""quantum optimization algorithm"" OR ""quantum annealing optimization"" OR ""variational quantum optimization"")",85,3,True,yandexgpt-5-pro,v4
n36,Кластеры общего назначения на процессорах без ускорителей (CPU-only compute clusters),Кластеры общего назначения на процессорах без ускорителей,general purpose cpu clusters,CPU-only compute clusters,,,general purpose cpu clusters,Инфраструктура ИИ,0,fading,"[""general purpose cpu clusters""]",[],"(""CPU only cluster"" OR ""non accelerated supercomputer"" OR ""general purpose processor cluster"")",3,1,True,yandexgpt-5-pro,v4
n37,Коммутируемые Ethernet-фабрики для обучающих ИИ-кластеров (Ethernet for AI fabrics),Коммутируемые Ethernet-фабрики для обучающих ИИ-кластеров,ethernet fabric,Ethernet for AI fabrics,,,ethernet fabric,Инфраструктура ИИ,0,mature,"[""ethernet fabric""]",[],"(""ethernet fabric AI cluster"" OR ""lossless ethernet datacenter"" OR ""converged ethernet fabric"")",23,1,True,yandexgpt-5-pro,v4
n38,Оптимизация энергоэффективности ЦОД по метрике PUE (power usage effectiveness),Оптимизация энергоэффективности ЦОД по метрике PUE,power usage effectiveness,power usage effectiveness,,,power usage effectiveness,Инфраструктура ИИ,0,mature,"[""power usage effectiveness""]",[],"(""power usage effectiveness"" OR ""data center energy efficiency"" OR ""datacenter cooling efficiency"")",1176,2,True,yandexgpt-5-pro,v4
n39,Хранение данных в синтетической ДНК (DNA data storage),Хранение данных в синтетической ДНК,dna based data storage,DNA data storage,,,dna based data storage,Инфраструктура ИИ,0,hype,"[""dna based data storage""]",[],"(""DNA data storage"" OR ""DNA archival storage"" OR ""oligonucleotide data encoding"")",347,3,True,yandexgpt-5-pro,v4
n40,Гипервизорная виртуализация как способ изоляции нагрузок (server virtualization),Гипервизорная виртуализация как способ изоляции нагрузок,hypervisor-based virtualization,server virtualization,,,hypervisor-based virtualization,Инфраструктура ИИ,0,fading,"[""hypervisor-based virtualization""]",[],"(""server virtualization hypervisor"" OR ""virtual machine isolation"" OR ""hypervisor workload isolation"")",146,3,True,yandexgpt-5-pro,v4
n41,Сервисные роботы-консультанты и информационные гуманоиды залов обслуживания (guidance and reception robots),Сервисные роботы-консультанты и информационные гуманоиды залов обслуживания,reception robot,guidance and reception robots,,,reception robot,Роботы,0,fading,"[""reception robot""]",[],"(""reception robot"" OR ""guidance robot public space"" OR ""social service robot"")",37,3,True,yandexgpt-5-pro,v4
n42,Самоходные полевые роботы для прополки и обработки посевов (autonomous field crop robots),Самоходные полевые роботы для прополки и обработки посевов,robotic weed control systems,autonomous field crop robots,,,robotic weed control systems,Роботы,0,fading,"[""robotic weed control systems""]",[],"(""agricultural field robot"" OR ""autonomous weeding robot"" OR ""crop row robot"")",249,3,True,yandexgpt-5-pro,v4
n43,Коллаборативные роботы с ограничением усилия по ISO/TS 15066 (collaborative robots),Коллаборативные роботы с ограничением усилия по ISO/TS 15066,collaborative robots,collaborative robots,,,collaborative robots,Роботы,0,mature,"[""collaborative robots""]",[],"(""collaborative robot"" OR ""force limited robot"" OR ""fenceless robot cell"")",11579,2,True,yandexgpt-5-pro,v4
n44,Консольные системы роботизированной хирургии (robotically assisted surgical systems),Консольные системы роботизированной хирургии,robotic surgery system,robotically assisted surgical systems,,,robotic surgery system,Роботы,0,mature,"[""robotic surgery system""]",[],"(""robot assisted surgery"" OR ""surgical robotic console"" OR ""laparoscopic surgical robot"")",752,2,True,yandexgpt-5-pro,v4
n45,Телеуправляемые подводные аппараты ROV для морских работ (remotely operated vehicles),Телеуправляемые подводные аппараты ROV для морских работ,remotely operated underwater vehicle,remotely operated vehicles,,,remotely operated underwater vehicle,Роботы,0,mature,"[""remotely operated underwater vehicle""]",[],"(""remotely operated underwater vehicle"" OR ""tethered subsea vehicle"" OR ""work class underwater robot"")",714,3,True,yandexgpt-5-pro,v4
n46,Автоматические управляемые тележки с навигацией по фиксированным маршрутам (automated guided vehicles),Автоматические управляемые тележки с навигацией по фиксированным маршрутам,automated guided vehicle,automated guided vehicles,,,automated guided vehicle,Роботы,0,fading,"[""automated guided vehicle""]",[],"(""automated guided vehicle"" OR ""fixed path warehouse vehicle"" OR ""magnetic guidance vehicle"")",5953,1,True,yandexgpt-5-pro,v4
n47,Промышленные экзоскелеты для поддержки работника (occupational exoskeletons),Промышленные экзоскелеты для поддержки работника,wearable industrial exoskeleton,occupational exoskeletons,,,wearable industrial exoskeleton,Роботы,0,hype,"[""wearable industrial exoskeleton""]",[],"(""occupational exoskeleton"" OR ""industrial exoskeleton"" OR ""wearable assistive exoskeleton"")",1,2,True,yandexgpt-5-pro,v4
n48,Автоматизированные склады с кранами-штабелёрами и конвейерами (automated storage and retrieval systems),Автоматизированные склады с кранами-штабелёрами и конвейерами,automated storage and retrieval system,automated storage and retrieval systems,,,automated storage and retrieval system,Роботы,0,mature,"[""automated storage and retrieval system""]",[],"(""automated storage retrieval system"" OR ""stacker crane warehouse"" OR ""pallet shuttle system"")",861,2,True,yandexgpt-5-pro,v4
n49,Гуманоидные роботы общего назначения (general purpose humanoid robots),Гуманоидные роботы общего назначения,humanoid robot,general purpose humanoid robots,,,humanoid robot,Роботы,0,hype,"[""humanoid robot""]",[],"(""humanoid robot"" OR ""general purpose humanoid"" OR ""bipedal service robot"")",17681,3,True,yandexgpt-5-pro,v4
n50,Автономные магистральные грузовики (autonomous trucking),Автономные магистральные грузовики,autonomous heavy-duty trucks,autonomous trucking,,,autonomous heavy-duty trucks,Роботы,0,hype,"[""autonomous heavy-duty trucks""]",[],"(""autonomous trucking"" OR ""driverless long haul truck"" OR ""self driving freight vehicle"")",28,2,True,yandexgpt-5-pro,v4
n51,Обмен межбанковскими сообщениями в формате SWIFT MT (SWIFT MT messaging),Обмен межбанковскими сообщениями в формате SWIFT MT,swift message format,SWIFT MT messaging,,,swift message format,Финтех,0,fading,"[""swift message format""]",[],"(""financial messaging standard"" OR ""interbank payment message format"" OR ""ISO 20022 migration"")",6,3,True,yandexgpt-5-pro,v4
n52,Классическая криптография с открытым ключом RSA и ECC в финансовых системах (classical public-key cryptography),Классическая криптография с открытым ключом RSA и ECC в финансовых системах,rsa public key cryptography,classical public-key cryptography,,,rsa public key cryptography,Финтех,0,fading,"[""rsa public key cryptography""]",[],"(""elliptic curve cryptography"" OR ""RSA public key cryptosystem"" OR ""classical asymmetric cryptography"")",132,3,True,yandexgpt-5-pro,v4
n53,Проверка личности по документу и селфи при удалённом онбординге (document and selfie identity verification),Проверка личности по документу и селфи при удалённом онбординге,identity verification,document and selfie identity verification,,,identity verification,Финтех,0,mature,"[""identity verification""]",[],"(""document identity verification"" OR ""selfie identity matching"" OR ""remote onboarding identity check"")",15572,2,True,yandexgpt-5-pro,v4
n54,Транзакционный мониторинг отмывания на детерминированных правилах (rule-based AML transaction monitoring),Транзакционный мониторинг отмывания на детерминированных правилах,aml transaction monitoring system,rule-based AML transaction monitoring,,,aml transaction monitoring system,Финтех,0,mature,"[""aml transaction monitoring system""]",[],"(""rule based transaction monitoring"" OR ""anti money laundering screening"" OR ""suspicious activity detection system"")",30,2,True,yandexgpt-5-pro,v4
n55,Розничные цифровые валюты центральных банков (retail central bank digital currency),Розничные цифровые валюты центральных банков,central bank digital currency,retail central bank digital currency,,,central bank digital currency,Финтех,0,hype,"[""central bank digital currency""]",[],"(""retail digital currency"" OR ""central bank digital currency"")",7253,2,True,yandexgpt-5-pro,v4
n56,Банкинг-как-услуга через небанковских посредников (banking-as-a-service middleware),Банкинг-как-услуга через небанковских посредников,banking as a service,banking-as-a-service middleware,,,banking as a service,Финтех,0,hype,"[""banking as a service""]",[],"(""banking as a service"" OR ""embedded banking middleware"" OR ""sponsor bank model"")",13036,1,True,yandexgpt-5-pro,v4
n57,Самосуверенная идентичность на децентрализованных идентификаторах (self-sovereign identity),Самосуверенная идентичность на децентрализованных идентификаторах,self-sovereign identity,self-sovereign identity,,,self-sovereign identity,Финтех,0,hype,"[""self-sovereign identity""]",[],"(""self sovereign identity"" OR ""decentralized identifier wallet"" OR ""digital identity wallet adoption"")",2566,3,True,yandexgpt-5-pro,v4
n58,Квантовое распределение ключей по оптическим линиям (quantum key distribution),Квантовое распределение ключей по оптическим линиям,quantum key distribution,quantum key distribution,,,quantum key distribution,Финтех,0,hype,"[""quantum key distribution""]",[],"(""quantum key distribution"" OR ""quantum cryptography network"" OR ""entanglement based key exchange"")",10697,3,False,yandexgpt-5-pro,v4
n59,Открытый банкинг через регулируемые интерфейсы (open banking APIs),Открытый банкинг через регулируемые интерфейсы,open banking api,open banking APIs,,,open banking api,Финтех,0,mature,"[""open banking api""]",[],"(""open banking API"" OR ""account information service"" OR ""payment initiation service"")",430,2,True,yandexgpt-5-pro,v4
n60,Парольная аутентификация в дистанционном обслуживании (password authentication),Парольная аутентификация в дистанционном обслуживании,remote password authentication,password authentication,,,remote password authentication,Финтех,0,fading,"[""remote password authentication""]",[],"(""password authentication"" OR ""password based login"" OR ""knowledge based credential"")",28,2,True,yandexgpt-5-pro,v4
